id	src tokenized	tgt tokenized	src raw	tgt raw	bias type tag
566	[@RadicalRuss, @LJnewjersey, @threelittlepens, @cmclymer, The, goal, in, HRT, is, to, stimulate, the, hormone, levels, of, a, cis, woman., As, far, as, the, structures, you, mentioned,, there, are, cis, women, cis, women, who, have, all, of, those, features, as, well,, should, they, be, excluded?]	[@RadicalRuss, @LJnewjersey, @threelittlepens, @cmclymer, The, goal, in, HRT, is, to, stimulate, the, hormone, levels, of, a, cis, woman., As, far, as, the, structures, you, mentioned,, there, are, cis, women, cis, women, who, have, all, of, those, features, as, well,, should, they, be, excluded?]	@RadicalRuss @LJnewjersey @threelittlepens @cmclymer The goal in HRT is to stimulate the hormone levels of a cis woman. As far as the structures you mentioned, there are cis women cis women who have all of those features as well, should they be excluded?	@RadicalRuss @LJnewjersey @threelittlepens @cmclymer The goal in HRT is to stimulate the hormone levels of a cis woman. As far as the structures you mentioned, there are cis women cis women who have all of those features as well, should they be excluded?	unbiased
567	[@og_geeze, I, couldn't, give, a, shit, about, what, Chrissy, Teigen, is, doing, if, someone, paid, me, to, care, about, what, she's, doing., I, do, not, like, that, woman]	[@og_geeze, I, couldn't, give, a, shit, about, what, Chrissy, Teigen, is, doing, if, someone, paid, me, to, care, about, what, she's, doing., I, do, not, like, that, woman]	@og_geeze I couldn't give a shit about what Chrissy Teigen is doing if someone paid me to care about what she's doing. I do not like that woman	@og_geeze I couldn't give a shit about what Chrissy Teigen is doing if someone paid me to care about what she's doing. I do not like that woman	unbiased
568	[Don't, forget, to, clean, your, weapons, ladies., Last, thing, you, need, is, a, misfire, if, you're, in, a, life, or, death, situation, because, you, didn't, clean, your, piece.]	[Don't, forget, to, clean, your, weapons, ladies., Last, thing, you, need, is, a, misfire, if, you're, in, a, life, or, death, situation, because, you, didn't, clean, your, piece.]	Don't forget to clean your weapons ladies. Last thing you need is a misfire if you're in a life or death situation because you didn't clean your piece.	Don't forget to clean your weapons ladies. Last thing you need is a misfire if you're in a life or death situation because you didn't clean your piece.	unbiased
569	[@KenneyLaurie, Go, get, em..., kick, ass!]	[@KenneyLaurie, Go, get, em..., kick, ass!]	@KenneyLaurie Go get 'em... kick ass!	@KenneyLaurie Go get 'em... kick ass!	unbiased
570	[why, did, netflix, cast, a, white, woman, for, a, LATINA, character., i, literally, was, so, excited, until, i, realized, the, majority, of, the, whole, cast, is, white, https://t.co/sb33b0Otsi]	[why, did, netflix, cast, a, white, woman, for, a, LATINA, character., i, literally, was, so, excited, until, i, realized, the, majority, of, the, whole, cast, is, white, https://t.co/sb33b0Otsi]	why did netflix cast a white woman for a LATINA character. i literally was so excited until i realized the majority of the whole cast is white https://t.co/sb33b0Otsi	why did netflix cast a white woman for a LATINA character. i literally was so excited until i realized the majority of the whole cast is white https://t.co/sb33b0Otsi	unbiased
571	[@radbrobley, dang, $17, a, pound]	[@radbrobley, dang, $17, a, pound]	@radbrobley dang $17 a pound	@radbrobley dang $17 a pound	unbiased
572	[@wanika_j, @MikeIncorvaia, @HBCUfessions, Because, that's, different., Women, can, easily, be, taken, advantage, of, and, forced, to, do, something., Boys, at, that, age, are, willing, participants., We, all, were, that, age, and, that, was, a, dream, for, most, teenagers]	[@wanika_j, @MikeIncorvaia, @HBCUfessions, Because, that's, different., Women, can, easily, be, taken, advantage, of, and, forced, to, do, something., Boys, at, that, age, are, willing, participants., We, all, were, that, age, and, that, was, a, dream, for, most, teenagers]	@wanika_j @MikeIncorvaia @HBCUfessions Because that's different. Women can easily be taken advantage of and forced to do something. Boys at that age are willing participants. We all were that age and that was a dream for most teenagers	@wanika_j @MikeIncorvaia @HBCUfessions Because that's different. Women can easily be taken advantage of and forced to do something. Boys at that age are willing participants. We all were that age and that was a dream for most teenagers	unbiased
573	[@EdinburghMayhem, @TheNorthFaceEU, Glad, it, wasn't, just, me, who, saw, the, #EverydaySexism, in, this, #twitterAd]	[@EdinburghMayhem, @TheNorthFaceEU, Glad, it, wasn't, just, me, who, saw, the, #EverydaySexism, in, this, #twitterAd]	@EdinburghMayhem @TheNorthFaceEU Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd	@EdinburghMayhem @TheNorthFaceEU Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd	unbiased
574	[UP, Muslim, teen, meets, Dalit, girl, for, pizza, outing',, lands, in, jail, under, anti-conversion, law, https://t.co/G3yMMMQ8HO]	[UP, Muslim, teen, meets, Dalit, girl, for, pizza, outing',, lands, in, jail, under, anti-conversion, law, https://t.co/G3yMMMQ8HO]	UP Muslim teen meets Dalit girl for 'pizza outing', lands in jail under anti-conversion law https://t.co/G3yMMMQ8HO	UP Muslim teen meets Dalit girl for 'pizza outing', lands in jail under anti-conversion law https://t.co/G3yMMMQ8HO	unbiased
575	[@RahulArsenal1, @AFC_Owen_, Some, fat, kid, stole, my, pencil]	[@RahulArsenal1, @AFC_Owen_, Some, fat, kid, stole, my, pencil]	@RahulArsenal1 @AFC_Owen_ Some fat kid stole my pencil	@RahulArsenal1 @AFC_Owen_ Some fat kid stole my pencil	unbiased
576	[No, such, thing, as, a, ugly, billionaire,, I'm, cute]	[No, such, thing, as, a, ugly, billionaire,, I'm, cute]	No such thing as a ugly billionaire, I'm cute	No such thing as a ugly billionaire, I'm cute	unbiased
577	[@NotMorganHanson, @HumanMagpie, @ForwomenScot, Just, read, High, Court, judgement., Forget, personal, attacks,, feminism,, transphobia., The, judges, made, clear, conclusions-lack, of, evidence, for, use, of, PBs, in, avoiding, puberty, altogether,, and, is, experimental., Read, Tavi's, own, research-showed, PB, restricted, growth, but, CONCEALED, until, forced..]	[@NotMorganHanson, @HumanMagpie, @ForwomenScot, Just, read, High, Court, judgement., Forget, personal, attacks,, feminism,, transphobia., The, judges, made, clear, conclusions-lack, of, evidence, for, use, of, PBs, in, avoiding, puberty, altogether,, and, is, experimental., Read, Tavi's, own, research-showed, PB, restricted, growth, but, CONCEALED, until, forced..]	@NotMorganHanson @HumanMagpie @ForwomenScot Just read High Court judgement. Forget personal attacks, feminism, transphobia. The judges made clear conclusions-lack of evidence for use of PBs in avoiding puberty altogether, and is experimental. Read Tavi's own research-showed PB restricted growth but CONCEALED until forced..	@NotMorganHanson @HumanMagpie @ForwomenScot Just read High Court judgement. Forget personal attacks, feminism, transphobia. The judges made clear conclusions-lack of evidence for use of PBs in avoiding puberty altogether, and is experimental. Read Tavi's own research-showed PB restricted growth but CONCEALED until forced..	unbiased
578	[@SizweLo, @Ncengizinyo, Bullshit., I, spent, many, many, days, in, townships, throughout, SA, during, the, seventies., There, were, many, successful, African, business, woman, and, men, then., Some, millionaires,, driving, around, in, flashy, cars, and, residing, in, huge, houses., Regarding, land, you, are, partly, correct.]	[@SizweLo, @Ncengizinyo, Bullshit., I, spent, many, many, days, in, townships, throughout, SA, during, the, seventies., There, were, many, successful, African, business, woman, and, men, then., Some, millionaires,, driving, around, in, flashy, cars, and, residing, in, huge, houses., Regarding, land, you, are, partly, correct.]	@SizweLo @Ncengizinyo Bullshit. I spent many many days in townships throughout SA during the seventies. There were many successful African business woman and men then. Some millionaires, driving around in flashy cars and residing in huge houses. Regarding land you are partly correct.	@SizweLo @Ncengizinyo Bullshit. I spent many many days in townships throughout SA during the seventies. There were many successful African business woman and men then. Some millionaires, driving around in flashy cars and residing in huge houses. Regarding land you are partly correct.	unbiased
579	[@VootSelect, @EndemolShineIND, @RubinaSquad_, @RubinaDilaikFP_, @Jasminbhasinn, @JasminBhasin120, Undoubtedly, #RubinaIsTheBoss.., A, strong, woman, who, knows, what, it, takes, to, be, a, winner.., She, has, been, the, same, from, day, 1,, absolutely, classy, and, knows, how, to, speak, for, herself., Not, just, this, week,, she, is, the, boss, this, whole, season, of, Bigg, Boss, 14]	[@VootSelect, @EndemolShineIND, @RubinaSquad_, @RubinaDilaikFP_, @Jasminbhasinn, @JasminBhasin120, Undoubtedly, #RubinaIsTheBoss.., A, strong, woman, who, knows, what, it, takes, to, be, a, winner.., She, has, been, the, same, from, day, 1,, absolutely, classy, and, knows, how, to, speak, for, herself., Not, just, this, week,, she, is, the, boss, this, whole, season, of, Bigg, Boss, 14]	@VootSelect @EndemolShineIND @RubinaSquad_ @RubinaDilaikFP_ @Jasminbhasinn @JasminBhasin120 Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak for herself. Not just this week, she is the boss this whole season of Bigg Boss 14.	@VootSelect @EndemolShineIND @RubinaSquad_ @RubinaDilaikFP_ @Jasminbhasinn @JasminBhasin120 Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak for herself. Not just this week, she is the boss this whole season of Bigg Boss 14.	unbiased
580	[Hi, many, Muslim, woman, are, empowered, by, Hijab,, and, wearing, Hijab, for, them, is, a, act, of, liberation., If, you, don't, feel, empowered, by, Hijab, do, not, disrespect, the, countless, Hijabs, who, do, ., Your, hashtag, and, context, seems, problematic, https://t.co/ZQB6QVa1jp]	[Hi, many, Muslim, woman, are, empowered, by, Hijab,, and, wearing, Hijab, for, them, is, a, act, of, liberation., If, you, don't, feel, empowered, by, Hijab, do, not, disrespect, the, countless, Hijabs, who, do, ., Your, hashtag, and, context, seems, problematic, https://t.co/ZQB6QVa1jp]	Hi many Muslim woman are empowered by Hijab, and wearing Hijab for them is a act of liberation. If you don't feel empowered by Hijab do not disrespect the countless Hijabs who do .  Your hashtag and context seems problematic https://t.co/ZQB6QVa1jp	Hi many Muslim woman are empowered by Hijab, and wearing Hijab for them is a act of liberation. If you don't feel empowered by Hijab do not disrespect the countless Hijabs who do .  Your hashtag and context seems problematic https://t.co/ZQB6QVa1jp	unbiased
581	[For, the, first, time, I, donated, to, a, political, campaign,, three, in, fact!, We, can't, be, mad, good, people, don't, run, if, we, aren't, willing, to, help, and, support, them, when, they, do., 2, women,, 1, man., 2, republicans,, 1, democrat., I, should, have, done, more,, but, it, felt, good, getting, involved., https://t.co/74e4D9eN6M]	[For, the, first, time, I, donated, to, a, political, campaign,, three, in, fact!, We, can't, be, mad, good, people, don't, run, if, we, aren't, willing, to, help, and, support, them, when, they, do., 2, women,, 1, man., 2, republicans,, 1, democrat., I, should, have, done, more,, but, it, felt, good, getting, involved., https://t.co/74e4D9eN6M]	For the first time I donated to a political campaign, three in fact! We can't be mad good people don't run if we aren't willing to help and support them when they do. 2 women, 1 man. 2 republicans, 1 democrat. I should have done more, but it felt good getting involved. https://t.co/74e4D9eN6M	For the first time I donated to a political campaign, three in fact! We can't be mad good people don't run if we aren't willing to help and support them when they do. 2 women, 1 man. 2 republicans, 1 democrat. I should have done more, but it felt good getting involved. https://t.co/74e4D9eN6M	unbiased
582	[Maybe, when, Brexit, goes, tits, up, for, the, UK, we, can, go, back, to, the, old, days, and, export, wheat,, barely, and, other, stuff, to, them.]	[Maybe, when, Brexit, goes, tits, up, for, the, UK, we, can, go, back, to, the, old, days, and, export, wheat,, barely, and, other, stuff, to, them.]	Maybe when Brexit goes tits up for the UK we can go back to the old days and export wheat, barely and other stuff to them.	Maybe when Brexit goes tits up for the UK we can go back to the old days and export wheat, barely and other stuff to them.	unbiased
583	[the, only, problem, with, that, is,, you, have, to, go, to, the, most, logical, person, in, said, situation, because, any, guy, who, justifies, sexual, harassment, is, demented, anyway-, it's, just, easier, to, choose, peace, and, turn, your, dms, off, but, I, understand, now, wanting, to, do, that, because, of, someone, else]	[the, only, problem, with, that, is,, you, have, to, go, to, the, most, logical, person, in, said, situation, because, any, guy, who, justifies, sexual, harassment, is, demented, anyway-, it's, just, easier, to, choose, peace, and, turn, your, dms, off, but, I, understand, now, wanting, to, do, that, because, of, someone, else]	the only problem with that is, you have to go to the most logical person in said situation because any guy who justifies sexual harassment is demented anyway- it's just easier to choose peace and turn your dms off but I understand now wanting to do that because of someone else	the only problem with that is, you have to go to the most logical person in said situation because any guy who justifies sexual harassment is demented anyway- it's just easier to choose peace and turn your dms off but I understand now wanting to do that because of someone else	unbiased
