id	src tokenized	tgt tokenized	src raw	tgt raw	NOUN VERB	nsubj ROOT
397	"@AliceSister3 I want a sex doll cuz i hate people, not women, I don't feel good talking with people i don't know, so my chance of getting a GF is zero, mostly because i don't want to be hurt like my first and last time in a relationship."	"[""@AliceSister3"", ""I"", ""want"", ""a"", ""sex"", ""doll"", ""cuz"", ""i"", ""hate"", ""people,"", ""not"", ""women,"", ""I"", ""don't"", ""feel"", ""good"", ""talking"", ""with"", ""people"", ""i"", ""don't"", ""know,"", ""so"", ""my"", ""chance"", ""of"", ""getting"", ""a"", ""GF"", ""is"", ""zero,"", ""mostly"", ""because"", ""i"", ""don't"", ""want"", ""to"", ""be"", ""hurt"", ""like"", ""my"", ""first"", ""and"", ""last"", ""time"", ""in"", ""a"", ""relationship.""]"	"@AliceSister3 I want a sex doll cuz i hate people, not women, I don't feel good talking with people i don't know, so my chance of getting a GF is zero, mostly because i don't want to be hurt like my first and last time in a relationship."	"@AliceSister3 I want a sex doll cuz i hate people, not women, I don't feel good talking with people i don't know, so my chance of getting a GF is zero, mostly because i don't want to be hurt like my first and last time in a relationship."	PUNCT PROPN PRON VERB DET NOUN NOUN SCONJ PRON VERB NOUN PUNCT PART NOUN PUNCT PRON AUX PART VERB ADJ VERB ADP NOUN PRON AUX PART VERB PUNCT ADV PRON NOUN ADP VERB DET NOUN AUX NUM PUNCT ADV SCONJ PRON AUX PART VERB PART AUX VERB ADP PRON ADJ CCONJ ADJ NOUN ADP DET NOUN PUNCT PUNCT	punct npadvmod nsubj ccomp det compound dobj mark nsubj advcl dobj punct neg appos punct nsubj aux neg ccomp acomp xcomp prep pobj nsubj aux neg relcl punct advmod poss nsubj prep pcomp det dobj ROOT attr punct advmod mark nsubj aux neg advcl aux auxpass xcomp prep poss amod cc amod pobj prep det pobj punct punct
398	Why hate on a beautiful woman making her money? I would rather learn from them. That's the difference between you and me. I celebrate success while you hate and try to shade on it. Do better.	"[""Why"", ""hate"", ""on"", ""a"", ""beautiful"", ""woman"", ""making"", ""her"", ""money?"", ""I"", ""would"", ""rather"", ""learn"", ""from"", ""them."", ""That's"", ""the"", ""difference"", ""between"", ""you"", ""and"", ""me."", ""I"", ""celebrate"", ""success"", ""while"", ""you"", ""hate"", ""and"", ""try"", ""to"", ""shade"", ""on"", ""it."", ""Do"", ""better.""]"	Why hate on a beautiful woman making her money? I would rather learn from them. That's the difference between you and me. I celebrate success while you hate and try to shade on it. Do better.	Why hate on a beautiful woman making her money? I would rather learn from them. That's the difference between you and me. I celebrate success while you hate and try to shade on it. Do better.	SCONJ VERB ADP DET ADJ NOUN VERB PRON NOUN PUNCT PRON AUX ADV VERB ADP PRON PUNCT PRON AUX DET NOUN ADP PRON CCONJ PRON PUNCT PRON VERB NOUN SCONJ PRON VERB CCONJ VERB PART VERB ADP PRON PUNCT VERB ADV PUNCT	advmod ROOT prep det amod pobj acl poss dobj punct nsubj aux advmod ROOT prep pobj punct nsubj ROOT det attr prep pobj cc conj punct nsubj ROOT dobj mark nsubj advcl cc conj aux xcomp prep pobj punct ROOT advmod punct
399	Thinking about Disney's cultural empire and how American mythos is inherently linked to puritan industriousness that exploits every ounce of value out of every resource it encounters with no regard for quality or utility of the product it creates from the plunder.Word	"[""Thinking"", ""about"", ""Disney's"", ""cultural"", ""empire"", ""and"", ""how"", ""American"", ""mythos"", ""is"", ""inherently"", ""linked"", ""to"", ""puritan"", ""industriousness"", ""that"", ""exploits"", ""every"", ""ounce"", ""of"", ""value"", ""out"", ""of"", ""every"", ""resource"", ""it"", ""encounters"", ""with"", ""no"", ""regard"", ""for"", ""quality"", ""or"", ""utility"", ""of"", ""the"", ""product"", ""it"", ""creates"", ""from"", ""the"", ""plunder.Word""]"	Thinking about Disney's cultural empire and how American mythos is inherently linked to puritan industriousness that exploits every ounce of value out of every resource it encounters with no regard for quality or utility of the product it creates from the plunder.Word	Thinking about Disney's cultural empire and how American mythos is inherently linked to puritan industriousness that exploits every ounce of value out of every resource it encounters with no regard for quality or utility of the product it creates from the plunder.Word	VERB ADP PROPN PART ADJ NOUN CCONJ SCONJ ADJ NOUN AUX ADV VERB PART ADJ NOUN PRON VERB DET NOUN ADP NOUN ADP ADP DET NOUN PRON VERB ADP DET NOUN ADP NOUN CCONJ NOUN ADP DET NOUN PRON VERB ADP DET NOUN PUNCT NOUN	ROOT prep poss case amod pobj cc advmod amod nsubjpass auxpass advmod conj prep amod pobj nsubj relcl det dobj prep pobj prep prep det pobj nsubj relcl prep det pobj prep pobj cc conj prep det pobj nsubj relcl prep det pobj punct ROOT
400	tell me WHY i find this picture attractive https://t.co/lFj64bbR7p	"[""tell"", ""me"", ""WHY"", ""i"", ""find"", ""this"", ""picture"", ""attractive"", ""https://t.co/lFj64bbR7p""]"	tell me WHY i find this picture attractive https://t.co/lFj64bbR7p	tell me WHY i find this picture attractive https://t.co/lFj64bbR7p	VERB PRON SCONJ PRON VERB DET NOUN ADJ NOUN	ROOT dobj advmod nsubj ccomp det dobj ccomp npadvmod
401	"@spider_tran Set a time everyday for shower/bath time,  set an alarm try to stick to it. And remember depression is a bitch, but a nice shower goes along way in making you feel less like crap. Also invest in nice bath products. As our old chef would say y"	"[""@spider_tran"", ""Set"", ""a"", ""time"", ""everyday"", ""for"", ""shower/bath"", ""time,"", ""set"", ""an"", ""alarm"", ""try"", ""to"", ""stick"", ""to"", ""it."", ""And"", ""remember"", ""depression"", ""is"", ""a"", ""bitch,"", ""but"", ""a"", ""nice"", ""shower"", ""goes"", ""along"", ""way"", ""in"", ""making"", ""you"", ""feel"", ""less"", ""like"", ""crap."", ""Also"", ""invest"", ""in"", ""nice"", ""bath"", ""products."", ""As"", ""our"", ""old"", ""chef"", ""would"", ""say"", ""you"", ""look"", ""good"", ""you"", ""cook"", ""good"", ""&lt;3"", ""https://t.co/nR3JLDeH98""]"	"@spider_tran Set a time everyday for shower/bath time,  set an alarm try to stick to it. And remember depression is a bitch, but a nice shower goes along way in making you feel less like crap. Also invest in nice bath products. As our old chef would say y"	"@spider_tran Set a time everyday for shower/bath time,  set an alarm try to stick to it. And remember depression is a bitch, but a nice shower goes along way in making you feel less like crap. Also invest in nice bath products. As our old chef would say y"	PUNCT PROPN VERB DET NOUN NOUN ADP NOUN SYM NOUN NOUN PUNCT SPACE VERB DET NOUN VERB PART VERB ADP PRON PUNCT CCONJ VERB NOUN AUX DET NOUN PUNCT CCONJ DET ADJ NOUN VERB ADP NOUN ADP VERB PRON VERB ADV ADP NOUN PUNCT ADV VERB ADP ADJ NOUN NOUN PUNCT SCONJ PRON ADJ NOUN AUX VERB PROPN PUNCT	punct nsubj ROOT det npadvmod advmod prep nmod punct compound pobj punct dep advcl det dobj advcl aux xcomp prep pobj punct cc ROOT nsubj ccomp det attr punct cc det amod nsubj conj prep pobj prep pcomp nsubj ccomp advmod prep pobj punct advmod ROOT prep amod compound pobj punct mark poss amod nsubj aux ROOT dobj punct
402	@holyquor @Answerforu2 #NotAllMen admit defeat	"[""@holyquor"", ""@Answerforu2"", ""#NotAllMen"", ""admit"", ""defeat""]"	@holyquor @Answerforu2 #NotAllMen admit defeat	@holyquor @Answerforu2 #NotAllMen admit defeat	NOUN NOUN X SCONJ VERB NOUN	compound dep ROOT nsubj relcl dobj
403	Amen. I've had men AND women make nasty comments or assumptions based on clothes I've worn to shows. Maybe mind your business and just enjoy the wrestling  https://t.co/FTuS4A3wZn	"[""Amen."", ""I've"", ""had"", ""men"", ""AND"", ""women"", ""make"", ""nasty"", ""comments"", ""or"", ""assumptions"", ""based"", ""on"", ""clothes"", ""I've"", ""worn"", ""to"", ""shows."", ""Maybe"", ""mind"", ""your"", ""business"", ""and"", ""just"", ""enjoy"", ""the"", ""wrestling"", ""https://t.co/FTuS4A3wZn""]"	Amen. I've had men AND women make nasty comments or assumptions based on clothes I've worn to shows. Maybe mind your business and just enjoy the wrestling  https://t.co/FTuS4A3wZn	Amen. I've had men AND women make nasty comments or assumptions based on clothes I've worn to shows. Maybe mind your business and just enjoy the wrestling  https://t.co/FTuS4A3wZn	INTJ PUNCT PRON AUX VERB NOUN CCONJ NOUN VERB ADJ NOUN CCONJ NOUN VERB ADP NOUN PRON AUX VERB PART NOUN PUNCT ADV VERB PRON NOUN CCONJ ADV VERB DET NOUN SPACE NOUN	ROOT punct nsubj aux ROOT nsubj cc conj ccomp amod dobj cc conj prep prep pobj nsubj aux relcl aux xcomp punct advmod ROOT poss dobj cc advmod conj det dobj dep npadvmod
404	... old men with twisted behaviours on children #Kincora?UK journalist & brother STILL with ZERO #HumanRights after 45 yrs #harassed #bullied #blacklistedhttps://t.co/2TCDaT9bHG	"[""old"", ""men"", ""with"", ""twisted"", ""behaviours"", ""on"", ""children"", ""#Kincora?UK"", ""journalist"", ""brother"", ""STILL"", ""with"", ""ZERO"", ""#HumanRights"", ""after"", ""yrs"", ""#harassed"", ""#bullied"", ""#blacklistedhttps://t.co/2TCDaT9bHG""]"	... old men with twisted behaviours on children #Kincora?UK journalist & brother STILL with ZERO #HumanRights after 45 yrs #harassed #bullied #blacklistedhttps://t.co/2TCDaT9bHG	... old men with twisted behaviours on children #Kincora?UK journalist & brother STILL with ZERO #HumanRights after 45 yrs #harassed #bullied #blacklistedhttps://t.co/2TCDaT9bHG	PUNCT ADJ NOUN ADP ADJ NOUN ADP NOUN SYM PROPN NOUN CCONJ PROPN PROPN ADP PROPN NOUN NOUN SCONJ NUM NOUN SYM VERB SYM VERB NOUN NOUN	punct amod nsubj prep amod pobj prep pobj det compound conj cc conj appos prep compound pobj ROOT mark nummod pobj nsubj advcl npadvmod advcl npadvmod punct
405	"@Anjiebm @Jollz So, what exactly do u wish to have been done? Go and drag her out? I dont understand. We are all adults. I think until we begin to tell women that they are not less humans and can take their own decisions and responsibilities, we cant make"	"[""@Anjiebm"", ""@Jollz"", ""So,"", ""what"", ""exactly"", ""do"", ""u"", ""wish"", ""to"", ""have"", ""been"", ""done?"", ""Go"", ""and"", ""drag"", ""her"", ""out?"", ""I"", ""dont"", ""understand."", ""We"", ""are"", ""all"", ""adults."", ""I"", ""think"", ""until"", ""we"", ""begin"", ""to"", ""tell"", ""women"", ""that"", ""they"", ""are"", ""not"", ""less"", ""humans"", ""and"", ""can"", ""take"", ""their"", ""own"", ""decisions"", ""and"", ""responsibilities,"", ""we"", ""cant"", ""make"", ""progress"", ""if"", ""we"", ""keep"", ""shifting"", ""blame""]"	"@Anjiebm @Jollz So, what exactly do u wish to have been done? Go and drag her out? I dont understand. We are all adults. I think until we begin to tell women that they are not less humans and can take their own decisions and responsibilities, we cant make"	"@Anjiebm @Jollz So, what exactly do u wish to have been done? Go and drag her out? I dont understand. We are all adults. I think until we begin to tell women that they are not less humans and can take their own decisions and responsibilities, we cant make"	PUNCT NOUN PROPN ADV PUNCT PRON ADV AUX PRON VERB PART AUX AUX VERB PUNCT VERB CCONJ VERB PRON ADP PUNCT PRON AUX PART VERB PUNCT PRON AUX PRON NOUN PUNCT PRON VERB SCONJ PRON VERB PART VERB NOUN SCONJ PRON AUX PART ADJ NOUN CCONJ AUX VERB PRON ADJ NOUN CCONJ NOUN PUNCT PRON AUX PART VERB PUNCT	punct compound compound advmod punct nsubj advmod aux nsubj ROOT aux aux auxpass xcomp punct ROOT cc conj dobj prt punct nsubj aux neg ROOT punct nsubj ROOT dep attr punct nsubj ROOT mark nsubj advcl aux xcomp dobj mark nsubj ccomp neg amod attr cc aux conj poss amod dobj cc conj punct nsubj aux neg ccomp punct
406	A young girl with mismatched eyes and the ability to speak to ghosts comes of age in Puritan New England #PitMad# H#YA#S	"[""A"", ""young"", ""girl"", ""with"", ""mismatched"", ""eyes"", ""and"", ""the"", ""ability"", ""to"", ""speak"", ""to"", ""ghosts"", ""comes"", ""of"", ""age"", ""in"", ""Puritan"", ""New"", ""England"", ""#PitMad#"", ""H#YA#S""]"	A young girl with mismatched eyes and the ability to speak to ghosts comes of age in Puritan New England #PitMad# H#YA#S	A young girl with mismatched eyes and the ability to speak to ghosts comes of age in Puritan New England #PitMad# H#YA#S	DET ADJ NOUN ADP ADJ NOUN CCONJ DET NOUN PART VERB ADP NOUN VERB ADP NOUN ADP PROPN PROPN PROPN SYM VERB NOUN NOUN	det amod nsubj prep amod pobj cc det conj aux acl prep pobj ROOT prep pobj prep compound compound pobj dep prep npadvmod appos
407	"@JustTribalman4u Yep, whole new use of cock-block"	"[""@JustTribalman4u"", ""Yep,"", ""whole"", ""new"", ""use"", ""of"", ""cock-block""]"	"@JustTribalman4u Yep, whole new use of cock-block"	"@JustTribalman4u Yep, whole new use of cock-block"	PUNCT PROPN PROPN PUNCT ADJ ADJ NOUN ADP NOUN PUNCT NOUN PUNCT	punct compound ROOT punct amod amod appos prep compound punct pobj punct
408	"DMs are open for rates! Men and women send me your pics, bonus points if it's a video  #sext #horny #sex #porn #cum #cumslut #dick #cock #penis #dickpic #tits #boobs #titpic #dmme #nudes #rates #whore #slut #bi #gay #lesbian"	"[""DMs"", ""are"", ""open"", ""for"", ""rates!"", ""Men"", ""and"", ""women"", ""send"", ""me"", ""your"", ""pics,"", ""bonus"", ""points"", ""if"", ""it's"", ""a"", ""video"", ""#sext"", ""#horny"", ""#sex"", ""#porn"", ""#cum"", ""#cumslut"", ""#dick"", ""#cock"", ""#penis"", ""#dickpic"", ""#tits"", ""#boobs"", ""#titpic"", ""#dmme"", ""#nudes"", ""#rates"", ""#whore"", ""#slut"", ""#bi"", ""#gay"", ""#lesbian""]"	"DMs are open for rates! Men and women send me your pics, bonus points if it's a video  #sext #horny #sex #porn #cum #cumslut #dick #cock #penis #dickpic #tits #boobs #titpic #dmme #nudes #rates #whore #slut #bi #gay #lesbian"	"DMs are open for rates! Men and women send me your pics, bonus points if it's a video  #sext #horny #sex #porn #cum #cumslut #dick #cock #penis #dickpic #tits #boobs #titpic #dmme #nudes #rates #whore #slut #bi #gay #lesbian"	PUNCT NOUN AUX ADJ ADP NOUN PUNCT NOUN CCONJ NOUN VERB PRON PRON NOUN PUNCT NOUN VERB SCONJ PRON AUX DET NOUN SPACE NOUN NOUN SYM VERB DET NOUN NOUN NOUN SYM NOUN X ADJ ADV NOUN ADV NOUN ADV NOUN SYM NOUN SYM NOUN SYM NOUN ADV ADJ SYM VERB SYM NOUN SYM NOUN PRON VERB PRON VERB SYM NOUN ADV ADJ PUNCT ADJ PUNCT	punct nsubj ROOT acomp prep pobj punct nsubj cc conj ROOT dative poss dobj punct compound dobj mark nsubj advcl det attr dep det attr npadvmod nsubj dobj dobj npadvmod npadvmod npadvmod dobj nmod advmod dobj dobj nmod dobj neg advmod neg advmod nmod dobj det dobj neg advmod advmod nsubj dobj dobj det dobj dep nsubj dobj ccomp advmod pobj advcl advcl punct dobj punct
409	@nambaanthony1 Certified slapper	"[""@nambaanthony1"", ""Certified"", ""slapper""]"	@nambaanthony1 Certified slapper	@nambaanthony1 Certified slapper	NOUN VERB NOUN	npadvmod amod ROOT
410	"You know the world is a hot mess when a girl on tiktok makes +$10k for a 10sec vid of her pulling faces, not particularly uniquely either.You all know people do that to try make babies laugh... right?"	"[""You"", ""know"", ""the"", ""world"", ""is"", ""a"", ""hot"", ""mess"", ""when"", ""a"", ""girl"", ""on"", ""tiktok"", ""makes"", ""+$10k"", ""for"", ""a"", ""10sec"", ""vid"", ""of"", ""her"", ""pulling"", ""faces,"", ""not"", ""particularly"", ""uniquely"", ""either.You"", ""all"", ""know"", ""people"", ""do"", ""that"", ""to"", ""try"", ""make"", ""babies"", ""laugh..."", ""right?""]"	"You know the world is a hot mess when a girl on tiktok makes +$10k for a 10sec vid of her pulling faces, not particularly uniquely either.You all know people do that to try make babies laugh... right?"	"You know the world is a hot mess when a girl on tiktok makes +$10k for a 10sec vid of her pulling faces, not particularly uniquely either.You all know people do that to try make babies laugh... right?"	PUNCT PRON VERB DET NOUN AUX DET ADJ NOUN SCONJ DET NOUN ADP NOUN NOUN PUNCT SYM NOUN ADP DET ADJ NOUN ADP PRON VERB NOUN PUNCT PART ADV ADV ADV PUNCT PRON PRON VERB NOUN VERB PRON PART VERB VERB NOUN VERB PUNCT ADJ PUNCT PUNCT	punct nsubj parataxis det nsubj ROOT det amod attr advmod det nsubj prep pobj advcl dobj nmod dobj prep det amod pobj prep poss pobj pobj punct neg advmod advmod advmod punct nsubj appos ccomp nsubj ccomp dobj aux advcl xcomp nsubj ccomp punct ROOT punct punct
411	@faeriehwa YOUR BEAUTIFUL	"[""@faeriehwa"", ""YOUR"", ""BEAUTIFUL""]"	@faeriehwa YOUR BEAUTIFUL	@faeriehwa YOUR BEAUTIFUL	VERB PRON PROPN	ROOT poss dobj
412	@RosieMa73079516 Thanks babes	"[""@RosieMa73079516"", ""Thanks"", ""babes""]"	@RosieMa73079516 Thanks babes	@RosieMa73079516 Thanks babes	PROPN NOUN NOUN	amod compound ROOT
413	imagine being traditionally attractive... i can not relate to any capacity	"[""imagine"", ""being"", ""traditionally"", ""attractive..."", ""i"", ""can"", ""not"", ""relate"", ""to"", ""any"", ""capacity""]"	imagine being traditionally attractive... i can not relate to any capacity	imagine being traditionally attractive... i can not relate to any capacity	VERB AUX ADV ADJ PUNCT PRON AUX PART VERB ADP DET NOUN	ROOT xcomp advmod acomp punct nsubj aux neg ROOT prep det pobj
