id	src tokenized	tgt tokenized	src raw	tgt raw
428	"@lms72 @washingtonpost Why do you believe a judge (or AG) would violate his sworn oath of office and rule on politics rather than the law? Seriously. Is that what you do? These women and men decide on evidence, not shouting from pols. Don't suppose others"	"[""@lms72"", ""@washingtonpost"", ""Why"", ""do"", ""you"", ""believe"", ""a"", ""judge"", ""(or"", ""AG)"", ""would"", ""violate"", ""his"", ""sworn"", ""oath"", ""of"", ""office"", ""and"", ""rule"", ""on"", ""politics"", ""rather"", ""than"", ""the"", ""law?"", ""Seriously."", ""Is"", ""that"", ""what"", ""you"", ""do?"", ""These"", ""women"", ""and"", ""men"", ""decide"", ""on"", ""evidence,"", ""not"", ""shouting"", ""from"", ""pols."", ""Don't"", ""suppose"", ""others"", ""lie."", ""It"", ""is"", ""unwarranted,"", ""and"", ""I"", ""bet"", ""you"", ""know"", ""that""]"	"@lms72 @washingtonpost Why do you believe a judge (or AG) would violate his sworn oath of office and rule on politics rather than the law? Seriously. Is that what you do? These women and men decide on evidence, not shouting from pols. Don't suppose others"	"@lms72 @washingtonpost Why do you believe a judge (or AG) would violate his sworn oath of office and rule on politics rather than the law? Seriously. Is that what you do? These women and men decide on evidence, not shouting from pols. Don't suppose others"
429	Like it's literally not my fault I'm ugly & im sorry that I can't be this masculine child that you want. :/	"[""Like"", ""it's"", ""literally"", ""not"", ""my"", ""fault"", ""I'm"", ""ugly"", ""im"", ""sorry"", ""that"", ""I"", ""can't"", ""be"", ""this"", ""masculine"", ""child"", ""that"", ""you"", ""want.""]"	Like it's literally not my fault I'm ugly & im sorry that I can't be this masculine child that you want. :/	Like it's literally not my fault I'm ugly & im sorry that I can't be this masculine child that you want. :/
430	"@VanillaSpecs77 @NBAEthan_ @toonvos01 @illionos_ @willywonka073 @hiroshimasfoot @KEEMSTAR @Dream No actually I like doing this, I have nothing better to do, and I want to see the moment he realises we aren't comparing rape to cheating, were comparing what"	"[""@VanillaSpecs77"", ""@NBAEthan_"", ""@toonvos01"", ""@illionos_"", ""@willywonka073"", ""@hiroshimasfoot"", ""@KEEMSTAR"", ""@Dream"", ""No"", ""actually"", ""I"", ""like"", ""doing"", ""this,"", ""I"", ""have"", ""nothing"", ""better"", ""to"", ""do,"", ""and"", ""I"", ""want"", ""to"", ""see"", ""the"", ""moment"", ""he"", ""realises"", ""we"", ""aren't"", ""comparing"", ""rape"", ""to"", ""cheating,"", ""were"", ""comparing"", ""what"", ""happens"", ""BTS"", ""in"", ""them."", ""I"", ""don't"", ""actually"", ""care"", ""to"", """"take"", ""u"""", ""I"", ""want"", ""to"", ""see"", ""when"", ""his"", ""brain"", ""becomes"", ""less"", ""smooth,""]"	"@VanillaSpecs77 @NBAEthan_ @toonvos01 @illionos_ @willywonka073 @hiroshimasfoot @KEEMSTAR @Dream No actually I like doing this, I have nothing better to do, and I want to see the moment he realises we aren't comparing rape to cheating, were comparing what"	"@VanillaSpecs77 @NBAEthan_ @toonvos01 @illionos_ @willywonka073 @hiroshimasfoot @KEEMSTAR @Dream No actually I like doing this, I have nothing better to do, and I want to see the moment he realises we aren't comparing rape to cheating, were comparing what"
431	"@RadicalRuss @LJnewjersey @threelittlepens @cmclymer The goal in HRT is to stimulate the hormone levels of a cis woman. As far as the structures you mentioned, there are cis women cis women who have all of those features as well, should they be excluded?"	"[""@RadicalRuss"", ""@LJnewjersey"", ""@threelittlepens"", ""@cmclymer"", ""The"", ""goal"", ""in"", ""HRT"", ""is"", ""to"", ""stimulate"", ""the"", ""hormone"", ""levels"", ""of"", ""a"", ""cis"", ""woman."", ""As"", ""far"", ""as"", ""the"", ""structures"", ""you"", ""mentioned,"", ""there"", ""are"", ""cis"", ""women"", ""cis"", ""women"", ""who"", ""have"", ""all"", ""of"", ""those"", ""features"", ""as"", ""well,"", ""should"", ""they"", ""be"", ""excluded?""]"	"@RadicalRuss @LJnewjersey @threelittlepens @cmclymer The goal in HRT is to stimulate the hormone levels of a cis woman. As far as the structures you mentioned, there are cis women cis women who have all of those features as well, should they be excluded?"	"@RadicalRuss @LJnewjersey @threelittlepens @cmclymer The goal in HRT is to stimulate the hormone levels of a cis woman. As far as the structures you mentioned, there are cis women cis women who have all of those features as well, should they be excluded?"
432	@og_geeze I couldn't give a shit about what Chrissy Teigen is doing if someone paid me to care about what she's doing. I do not like that woman	"[""@og_geeze"", ""I"", ""couldn't"", ""give"", ""a"", ""shit"", ""about"", ""what"", ""Chrissy"", ""Teigen"", ""is"", ""doing"", ""if"", ""someone"", ""paid"", ""me"", ""to"", ""care"", ""about"", ""what"", ""she's"", ""doing."", ""I"", ""do"", ""not"", ""like"", ""that"", ""woman""]"	@og_geeze I couldn't give a shit about what Chrissy Teigen is doing if someone paid me to care about what she's doing. I do not like that woman	@og_geeze I couldn't give a shit about what Chrissy Teigen is doing if someone paid me to care about what she's doing. I do not like that woman
433	Don't forget to clean your weapons ladies. Last thing you need is a misfire if you're in a life or death situation because you didn't clean your piece.	"[""Don't"", ""forget"", ""to"", ""clean"", ""your"", ""weapons"", ""ladies."", ""Last"", ""thing"", ""you"", ""need"", ""is"", ""a"", ""misfire"", ""if"", ""you're"", ""in"", ""a"", ""life"", ""or"", ""death"", ""situation"", ""because"", ""you"", ""didn't"", ""clean"", ""your"", ""piece.""]"	Don't forget to clean your weapons ladies. Last thing you need is a misfire if you're in a life or death situation because you didn't clean your piece.	Don't forget to clean your weapons ladies. Last thing you need is a misfire if you're in a life or death situation because you didn't clean your piece.
434	@KenneyLaurie Go get 'em... kick ass!	"[""@KenneyLaurie"", ""Go"", ""get"", ""'em..."", ""kick"", ""ass!""]"	@KenneyLaurie Go get 'em... kick ass!	@KenneyLaurie Go get 'em... kick ass!
435	why did netflix cast a white woman for a LATINA character. i literally was so excited until i realized the majority of the whole cast is white https://t.co/sb33b0Otsi	"[""why"", ""did"", ""netflix"", ""cast"", ""a"", ""white"", ""woman"", ""for"", ""a"", ""LATINA"", ""character."", ""i"", ""literally"", ""was"", ""so"", ""excited"", ""until"", ""i"", ""realized"", ""the"", ""majority"", ""of"", ""the"", ""whole"", ""cast"", ""is"", ""white"", ""https://t.co/sb33b0Otsi""]"	why did netflix cast a white woman for a LATINA character. i literally was so excited until i realized the majority of the whole cast is white https://t.co/sb33b0Otsi	why did netflix cast a white woman for a LATINA character. i literally was so excited until i realized the majority of the whole cast is white https://t.co/sb33b0Otsi
436	@radbrobley dang $17 a pound	"[""@radbrobley"", ""dang"", ""a"", ""pound""]"	@radbrobley dang $17 a pound	@radbrobley dang $17 a pound
437	@wanika_j @MikeIncorvaia @HBCUfessions Because that's different. Women can easily be taken advantage of and forced to do something. Boys at that age are willing participants. We all were that age and that was a dream for most teenagers	"[""@wanika_j"", ""@MikeIncorvaia"", ""@HBCUfessions"", ""Because"", ""that's"", ""different."", ""Women"", ""can"", ""easily"", ""be"", ""taken"", ""advantage"", ""of"", ""and"", ""forced"", ""to"", ""do"", ""something."", ""Boys"", ""at"", ""that"", ""age"", ""are"", ""willing"", ""participants."", ""We"", ""all"", ""were"", ""that"", ""age"", ""and"", ""that"", ""was"", ""a"", ""dream"", ""for"", ""most"", ""teenagers""]"	@wanika_j @MikeIncorvaia @HBCUfessions Because that's different. Women can easily be taken advantage of and forced to do something. Boys at that age are willing participants. We all were that age and that was a dream for most teenagers	@wanika_j @MikeIncorvaia @HBCUfessions Because that's different. Women can easily be taken advantage of and forced to do something. Boys at that age are willing participants. We all were that age and that was a dream for most teenagers
438	@EdinburghMayhem @TheNorthFaceEU Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd	"[""@EdinburghMayhem"", ""@TheNorthFaceEU"", ""Glad"", ""it"", ""wasn't"", ""just"", ""me"", ""who"", ""saw"", ""the"", ""#EverydaySexism"", ""in"", ""this"", ""#twitterAd""]"	@EdinburghMayhem @TheNorthFaceEU Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd	@EdinburghMayhem @TheNorthFaceEU Glad it wasn't just me who saw the #EverydaySexism in this #twitterAd
439	"UP Muslim teen meets Dalit girl for 'pizza outing', lands in jail under anti-conversion law https://t.co/G3yMMMQ8HO"	"[""UP"", ""Muslim"", ""teen"", ""meets"", ""Dalit"", ""girl"", ""for"", ""'pizza"", ""outing',"", ""lands"", ""in"", ""jail"", ""under"", ""anti-conversion"", ""law"", ""https://t.co/G3yMMMQ8HO""]"	"UP Muslim teen meets Dalit girl for 'pizza outing', lands in jail under anti-conversion law https://t.co/G3yMMMQ8HO"	"UP Muslim teen meets Dalit girl for 'pizza outing', lands in jail under anti-conversion law https://t.co/G3yMMMQ8HO"
440	@RahulArsenal1 @AFC_Owen_ Some fat kid stole my pencil	"[""@RahulArsenal1"", ""@AFC_Owen_"", ""Some"", ""fat"", ""kid"", ""stole"", ""my"", ""pencil""]"	@RahulArsenal1 @AFC_Owen_ Some fat kid stole my pencil	@RahulArsenal1 @AFC_Owen_ Some fat kid stole my pencil
441	"No such thing as a ugly billionaire, I'm cute"	"[""No"", ""such"", ""thing"", ""as"", ""a"", ""ugly"", ""billionaire,"", ""I'm"", ""cute""]"	"No such thing as a ugly billionaire, I'm cute"	"No such thing as a ugly billionaire, I'm cute"
442	"@NotMorganHanson @HumanMagpie @ForwomenScot Just read High Court judgement. Forget personal attacks, feminism, transphobia. The judges made clear conclusions-lack of evidence for use of PBs in avoiding puberty altogether, and is experimental. Read Tavi's "	"[""@NotMorganHanson"", ""@HumanMagpie"", ""@ForwomenScot"", ""Just"", ""read"", ""High"", ""Court"", ""judgement."", ""Forget"", ""personal"", ""attacks,"", ""feminism,"", ""transphobia."", ""The"", ""judges"", ""made"", ""clear"", ""conclusions-lack"", ""of"", ""evidence"", ""for"", ""use"", ""of"", ""PBs"", ""in"", ""avoiding"", ""puberty"", ""altogether,"", ""and"", ""is"", ""experimental."", ""Read"", ""Tavi's"", ""own"", ""research-showed"", ""PB"", ""restricted"", ""growth"", ""but"", ""CONCEALED"", ""until"", ""forced..""]"	"@NotMorganHanson @HumanMagpie @ForwomenScot Just read High Court judgement. Forget personal attacks, feminism, transphobia. The judges made clear conclusions-lack of evidence for use of PBs in avoiding puberty altogether, and is experimental. Read Tavi's "	"@NotMorganHanson @HumanMagpie @ForwomenScot Just read High Court judgement. Forget personal attacks, feminism, transphobia. The judges made clear conclusions-lack of evidence for use of PBs in avoiding puberty altogether, and is experimental. Read Tavi's "
443	"@SizweLo @Ncengizinyo Bullshit. I spent many many days in townships throughout SA during the seventies. There were many successful African business woman and men then. Some millionaires, driving around in flashy cars and residing in huge houses. Regarding"	"[""@SizweLo"", ""@Ncengizinyo"", ""Bullshit."", ""I"", ""spent"", ""many"", ""many"", ""days"", ""in"", ""townships"", ""throughout"", ""SA"", ""during"", ""the"", ""seventies."", ""There"", ""were"", ""many"", ""successful"", ""African"", ""business"", ""woman"", ""and"", ""men"", ""then."", ""Some"", ""millionaires,"", ""driving"", ""around"", ""in"", ""flashy"", ""cars"", ""and"", ""residing"", ""in"", ""huge"", ""houses."", ""Regarding"", ""land"", ""you"", ""are"", ""partly"", ""correct.""]"	"@SizweLo @Ncengizinyo Bullshit. I spent many many days in townships throughout SA during the seventies. There were many successful African business woman and men then. Some millionaires, driving around in flashy cars and residing in huge houses. Regarding"	"@SizweLo @Ncengizinyo Bullshit. I spent many many days in townships throughout SA during the seventies. There were many successful African business woman and men then. Some millionaires, driving around in flashy cars and residing in huge houses. Regarding"
444	"@VootSelect @EndemolShineIND @RubinaSquad_ @RubinaDilaikFP_ @Jasminbhasinn @JasminBhasin120 Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak f"	"[""@VootSelect"", ""@EndemolShineIND"", ""@RubinaSquad_"", ""@RubinaDilaikFP_"", ""@Jasminbhasinn"", ""@JasminBhasin120"", ""Undoubtedly"", ""#RubinaIsTheBoss.."", ""A"", ""strong"", ""woman"", ""who"", ""knows"", ""what"", ""it"", ""takes"", ""to"", ""be"", ""a"", ""winner.."", ""She"", ""has"", ""been"", ""the"", ""same"", ""from"", ""day"", ""absolutely"", ""classy"", ""and"", ""knows"", ""how"", ""to"", ""speak"", ""for"", ""herself."", ""Not"", ""just"", ""this"", ""week,"", ""she"", ""is"", ""the"", ""boss"", ""this"", ""whole"", ""season"", ""of"", ""Bigg"", ""Boss""]"	"@VootSelect @EndemolShineIND @RubinaSquad_ @RubinaDilaikFP_ @Jasminbhasinn @JasminBhasin120 Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak f"	"@VootSelect @EndemolShineIND @RubinaSquad_ @RubinaDilaikFP_ @Jasminbhasinn @JasminBhasin120 Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak f"
445	"Hi many Muslim woman are empowered by Hijab, and wearing Hijab for them is a act of liberation. If you don't feel empowered by Hijab do not disrespect the countless Hijabs who do .  Your hashtag and context seems problematic https://t.co/ZQB6QVa1jp"	"[""Hi"", ""many"", ""Muslim"", ""woman"", ""are"", ""empowered"", ""by"", ""Hijab,"", ""and"", ""wearing"", ""Hijab"", ""for"", ""them"", ""is"", ""a"", ""act"", ""of"", ""liberation."", ""If"", ""you"", ""don't"", ""feel"", ""empowered"", ""by"", ""Hijab"", ""do"", ""not"", ""disrespect"", ""the"", ""countless"", ""Hijabs"", ""who"", ""do"", ""Your"", ""hashtag"", ""and"", ""context"", ""seems"", ""problematic"", ""https://t.co/ZQB6QVa1jp""]"	"Hi many Muslim woman are empowered by Hijab, and wearing Hijab for them is a act of liberation. If you don't feel empowered by Hijab do not disrespect the countless Hijabs who do .  Your hashtag and context seems problematic https://t.co/ZQB6QVa1jp"	"Hi many Muslim woman are empowered by Hijab, and wearing Hijab for them is a act of liberation. If you don't feel empowered by Hijab do not disrespect the countless Hijabs who do .  Your hashtag and context seems problematic https://t.co/ZQB6QVa1jp"
